t_index	term	df
5190	flore	15
5191	floresc	1
5192	florez	2
5193	florida	42
5194	florist	1
5195	floss	1
5196	flotilla	12
5197	flour	2
5198	flourish	3
5199	flow	10
5200	flower	8
5201	flown	44
5202	floyd	2
5203	fluctuat	1
5204	fluid	2
5205	flung	5
5206	fluorid	1
5207	flurri	4
5208	flush	1
5209	fluster	2
5210	fluti	1
5211	flux	1
5212	flyaround	1
5213	focu	44
5214	focus	45
5215	focusgroup	1
5216	focuss	2
5217	foe	16
5218	fofana	2
5219	fog	11
5220	foggi	4
5221	foil	6
5222	fold	3
5223	foley	2
5224	folk	7
5225	folklor	1
5226	follow	216
5227	followup	2
5228	foment	3
5229	fond	2
5230	font	1
5231	food	59
5232	fool	2
5233	foolish	1
5234	foot	43
5235	footag	3
5236	footbal	9
5237	footballs	1
5238	foothil	6
5239	foothold	6
5240	footnot	1
5241	footprint	1
5242	footstep	1
5243	footwear	1
5244	footwork	1
5245	forag	4
5246	foray	3
5247	forb	3
5248	forbid	1
5249	forbidden	2
5250	forc	365
5251	forcep	1
5252	forcesix	1
5253	forcibl	2
5254	ford	11
5255	fore	2
5256	forebod	1
5257	forecast	8
5258	foreclos	1
5259	forefront	2
5260	forehand	15
5261	forehead	2
5262	foreign	191
5263	foremost	3
5264	forens	21
5265	forerunn	2
5266	forese	3
5267	foreseen	1
5268	forest	9
5269	foretast	1
5270	forev	9
5271	foreword	1
5272	forg	4
5273	forgav	1
5274	forgeri	1
5275	forget	12
5276	forgiv	7
5277	forgiven	1
5278	forgot	1
5279	forgotten	5
5280	fork	2
5281	form	95
5282	formal	42
5283	format	9
5284	formerli	9
5285	formid	2
5286	formul	1
5287	formula	3
5288	fornl	1
5289	forprofit	1
5290	forsak	1
5291	fort	11
5292	forth	4
5293	forti	4
5294	fortifi	2
5295	fortitud	1
5296	fortnight	1
5297	fortress	1
5298	fortun	16
5299	fortyseven	1
5300	forum	15
5301	forward	57
5302	foster	4
5303	fought	45
5304	foulsmel	1
5305	foundat	8
5306	founder	10
5307	fountain	1
5308	fourblock	1
5309	fourday	4
5310	fourhour	3
5311	fourinch	2
5312	fourminut	1
5313	fourperson	1
5314	fourpoint	1
5315	fourstar	4
5316	fourstori	5
5317	fourterm	2
5318	fourth	53
5319	fourthfloor	1
5320	fourthround	5
5321	fourthseed	1
5322	fourtim	10
5323	fourwheel	1
5324	fourwheeldr	7
5325	fouryear	7
5326	fox	6
5327	foyer	2
5328	fpi	2
5329	fpt	1
5330	fr	1
5331	fraction	7
5332	fractiou	2
5333	fractur	9
5334	fragil	7
5335	fragment	9
5336	fraim	1
5337	frame	5
5338	framework	2
5339	franc	34
5340	francepress	1
5341	franchis	1
5342	franci	6
5343	franciscan	2
5344	francisco	37
5345	francoi	1
5346	franjo	3
5347	frank	28
5348	frankfurt	9
5349	frankli	8
5350	frantic	19
5351	fraser	1
5352	frasur	1
5353	fraud	67
5354	fraudul	5
5355	fraught	2
5356	fray	4
5357	frazier	2
5358	fred	2
5359	freder	1
5360	fredericqu	1
5361	frederik	1
5362	free	113
5363	freed	22
5364	freedom	40
5365	freedomlov	1
5366	freeforal	1
5367	freeh	25
5368	freelanc	1
5369	freeli	14
5370	freelli	1
5371	freemarket	2
5372	freer	2
5373	freewheel	1
5374	freez	2
5375	freight	2
5376	fremd	5
5377	fremont	2
5378	french	64
5379	frenchbuilt	2
5380	frenchmad	1
5381	frenchman	8
5382	frenchmen	1
5383	frenchspeak	1
5384	frenchtrain	1
5385	frenchwoman	2
5386	frenzi	3
5387	frequent	28
5388	fresh	18
5389	fresher	1
5390	freshman	5
5391	freshmen	1
5392	fresno	1
5393	fri	1
5394	friction	1
5395	friday	216
5396	friend	79
5397	friendli	18
5398	friendship	6
5399	frigat	10
5400	frighten	21
5401	frigid	1
5402	frist	2
5403	frond	1
5404	frontend	5
5405	frontier	1
5406	frontlin	1
5407	frontpag	2
5408	frontrun	2
5409	frontrunn	1
5410	frown	1
5411	froze	7
5412	frozen	4
5413	fruit	7
5414	fruition	1
5415	fruitless	1
5416	frustrat	40
5417	fsb	4
5418	ft	1
5419	fudg	1
5420	fuel	40
5421	fuerth	1
5422	fugazi	5
5423	fugimori	1
5424	fugit	71
5425	fujimori	61
5426	fulfil	5
5427	fullest	4
5428	fullfledg	1
5429	fulli	37
5430	fullpag	2
5431	fullscal	1
5432	fullthroat	3
5433	fume	1
5434	fun	2
5435	function	14
5436	functionari	2
5437	fund	51
5438	fundament	13
5439	fundamentalist	9
5440	fundrais	20
5441	funer	19
5442	funnel	3
5443	funni	2
5444	furi	5
5445	furiou	12
5446	furious	6
5447	furnish	2
5448	furnitur	6
5449	furor	2
5450	furrow	2
5451	furthermor	3
5452	furthest	1
5453	furtiv	2
5454	fuselag	1
5455	fuss	1
5456	futa	1
5457	futil	4
5458	futur	88
5459	futurist	1
5460	fuzzi	1
5461	g	14
5462	ga	49
5463	gabbi	1
5464	gabe	1
5465	gabon	2
5466	gabriel	1
5467	gadget	1
5468	gadhafi	1
5469	gaell	1
5470	gaff	1
5471	gafney	1
5472	gag	1
5473	gagliardi	2
5474	gagnoa	4
5475	gaig	1
5476	gain	73
5477	gajar	1
5478	gal	1
5479	galapago	2
5480	gale	6
5481	galiardi	1
5482	gallup	3
5483	gallust	3
5484	galo	8
5485	galvan	2
5486	galvin	1
5487	gambler	2
5488	game	57
5489	gan	3
5490	gandhi	7
5491	gandhinagar	1
5492	gang	17
5493	gangster	1
5494	gangsterstyl	1
5495	gantlet	1
5496	gap	11
5497	gape	16
5498	garag	6
5499	garbag	16
5500	garbageremov	1
5501	garbl	4
5502	garcia	23
5503	garden	13
5504	gari	8
5505	garin	1
5506	garland	1
5507	garment	1
5508	garner	5
5509	garri	2
5510	garro	1
5511	garwood	3
5512	gase	1
5513	gash	4
5514	gasolin	2
5515	gasp	1
5516	gaspow	1
5517	gaston	1
5518	gate	17
5519	gatehous	2
5520	gateway	2
5521	gather	88
5522	gatl	1
5523	gatorad	1
5524	gaudi	1
5525	gaug	3
5526	gauna	2
5527	gaur	1
5528	gautam	1
5529	gave	105
5530	gavel	1
5531	gavlak	1
5532	gawker	1
5533	gay	10
5534	gaye	3
5535	gaza	16
5536	gaze	4
5537	gazett	1
5538	gazilliondollar	1
5539	gbagbo	38
5540	gbessi	1
5541	gear	10
5542	gedda	1
5543	gedrif	1
5544	gee	1
5545	geeman	1
5546	gehman	10
5547	gehmancrouch	1
5548	gejdenson	4
5549	gelu	1
5550	gen	77
5551	gendarm	2
5552	gene	2
5553	gener	221
5554	generalsecretari	1
5555	generos	2
5556	genex	1
5557	genocid	4
5558	genom	1
5559	genrikh	1
5560	gentl	1
5561	gentleman	1
5562	gentlemen	1
5563	gentli	6
5564	genuin	5
5565	geo	1
5566	geoff	1
5567	geofferi	1
5568	geoffrey	3
5569	geographi	1
5570	geolog	11
5571	geologist	2
5572	geopolit	1
5573	georg	117
5574	georgetown	1
5575	georgi	1
5576	georgia	9
5577	georgian	2
5578	gephardt	2
5579	gerald	1
5580	gerd	1
5581	gerhard	5
5582	gerin	1
5583	german	23
5584	germani	63
5585	germanydeport	1
5586	germicid	1
5587	gerri	1
5588	gerstein	1
5589	gestapo	1
5590	gestur	21
5591	getalong	1
5592	getaway	7
5593	getoutthevot	2
5594	ghee	1
5595	ghost	4
5596	gi	1
5597	giant	11
5598	gift	18
5599	gigant	1
5600	giggl	2
5601	gil	1
5602	gila	1
5603	gilbert	1
5604	gillespi	2
5605	gilman	1
5606	gilmor	2
5607	gimbel	1
5608	gina	1
5609	ginger	2
5610	gingerli	3
5611	girder	1
5612	girl	29
5613	girlfriend	3
5614	giuliani	12
5615	given	115
5616	gizbert	3
5617	glad	11
5618	gladi	1
5619	gladkovich	1
5620	gladli	1
5621	glanc	5
5622	glascoff	1
5623	glaspi	3
5624	glass	17
5625	gleefulli	2
5626	glen	4
5627	glenni	2
5628	glimps	6
5629	glisten	1
5630	global	19
5631	globe	6
5632	glori	3
5633	gloria	1
5634	glorifi	1
5635	gloriou	2
5636	glove	4
5637	glow	3
5638	glue	4
5639	glum	1
5640	gmc	1
5641	gnassingb	1
5642	gnd	1
5643	goal	19
5644	goate	1
5645	gobbl	1
5646	god	36
5647	goddess	1
5648	godfear	1
5649	goe	33
5650	goggl	1
5651	goh	1
5652	goin	4
5653	goingaway	1
5654	gokool	1
5655	gold	15
5656	golden	4
5657	goldman	3
5658	goldsmith	3
5659	goldstein	4
5660	golf	4
5661	golfer	1
5662	goliath	1
5663	gone	74
5664	gonna	5
5665	good	202
5666	goodbehavior	1
5667	goodby	9
5668	goodnatur	1
5669	goodwil	4
5670	gop	22
5671	gopcontrol	1
5672	gopheld	1
5673	goptrend	2
5674	goran	6
5675	gorbachov	1
5676	gordana	1
5677	gordi	3
5678	gordon	7
5679	gore	65
5680	gorebush	1
5681	gorelieberman	4
5682	gorgeou	1
5683	gorton	8
5684	gosh	1
5685	gossip	1
5686	gostran	1
5687	got	134
5688	gotten	11
5689	gov	61
5690	gove	1
5691	govern	346
5692	government	2
5693	governmentback	1
5694	governmentcontrol	2
5695	governmentown	3
5696	governmentrun	2
5697	governmentsponsor	1
5698	governmentsuppli	1
5699	governor	78
5700	gown	3
5701	grab	15
5702	grabbi	1
5703	grace	6
5704	graceless	1
5705	graciou	3
5706	grade	1
5707	grado	1
5708	gradual	9
5709	graduat	5
5710	graf	2
5711	graff	1
5712	graffiti	2
5713	graham	3
5714	grain	3
5715	gram	12
5716	gramm	3
5717	grammar	1
5718	grand	66
5719	grandchildren	2
5720	granddaught	4
5721	grandfath	2
5722	grandios	1
5723	grandma	1
5724	grandmaison	1
5725	grandmom	1
5726	grandmoth	5
5727	grandson	13
5728	granger	5
5729	granit	1
5730	grant	48
5731	grapevin	1
5732	graphic	2
5733	grappl	3
5734	grasp	7
5735	grassley	1
5736	grate	16
5737	gratifi	3
5738	gratitud	4
5739	grave	22
5740	gravesid	2
5741	gravest	1
5742	gravi	1
5743	gravit	1
5744	graviti	1
5745	gray	3
5746	graze	1
5747	great	97
5748	greater	29
5749	greaterwc	1
5750	greatest	17
5751	greatli	2
5752	greec	4
5753	greed	1
5754	greek	3
5755	green	17
5756	greenhous	1
5757	greenleaf	1
5758	greenway	1
5759	greenwood	2
5760	greet	32
5761	greg	20
5762	gregor	4
5763	gregori	1
5764	gregorio	1
5765	grenad	11
5766	grenada	2
5767	greta	3
5768	grew	19
5769	greybeard	1
5770	grid	2
5771	gridlock	2
5772	grief	10
5773	griev	8
5774	grievanc	4
5775	griffith	1
5776	grim	15
5777	grimac	4
5778	grimfac	3
5779	grin	5
5780	grind	4
5781	grip	17
5782	grisli	2
5783	gritti	1
5784	groan	1
5785	groceri	2
5786	groh	1
5787	groom	1
5788	groov	2
5789	grope	1
5790	grosanc	1
5791	grosjean	17
5792	gross	2
5793	grotesqu	3
5794	ground	104
5795	groundbreak	1
5796	groundless	3
5797	groundstrok	12
5798	groundwork	3
5799	group	191
5800	grove	1
5801	grow	61
5802	grown	16
5803	growth	8
5804	grubac	2
5805	gruber	1
5806	grucci	3
5807	grudg	1
5808	grudgingli	1
5809	gruel	5
5810	gruesom	2
5811	grumbl	2
5812	gruntlik	4
5813	gu	1
5814	guadalup	2
5815	guarante	20
5816	guaranti	2
5817	guard	80
5818	guardao	2
5819	guardian	5
5820	guardsmen	2
5821	guatemala	23
5822	guatemalan	2
5823	gubernatori	3
5824	guei	38
5825	guerilla	4
5826	guerrilla	17
5827	guess	16
5828	guest	14
5829	guevara	1
5830	guid	22
5831	guidedmissil	4
5832	guidelin	11
5833	guido	1
5834	guie	3
5835	guillermo	1
5836	guilt	4
5837	guilti	41
5838	guinea	2
5839	guis	3
5840	gujarat	39
5841	gujarati	2
5842	gujral	1
5843	gulch	1
5844	gulf	93
5845	gull	1
5846	gullast	1
5847	gun	47
5848	gunboat	2
5849	gunfight	1
5850	gunfir	9
5851	gungho	1
5852	gunman	2
5853	gunmen	1
5854	gunn	4
5855	gunrun	2
5856	gunshot	8
5857	guntot	1
5858	gupta	2
5859	gurney	1
5860	guru	1
5861	gustavo	17
5862	gut	4
5863	gutman	1
5864	guy	33
5865	guzman	2
5866	guzun	1
5867	gymnasium	3
5868	gyro	2
5869	gyrocompass	1
5870	gyroscop	3
5871	h	28
5872	ha	752
5873	haaretz	1
5874	haass	4
5875	habiar	1
5876	habib	1
5877	habit	2
5878	haddock	1
5879	hadhramaut	6
5880	hadi	1
5881	hadnt	7
5882	hadramaut	2
5883	hager	2
5884	hagerstown	2
5885	haggard	1
5886	haggl	1
5887	hagu	33
5888	hahdramaut	1
5889	hai	2
5890	haider	1
5891	haight	1
5892	hail	11
5893	haiphong	1
5894	hair	15
5895	hairbreadth	1
5896	hairstyl	5
5897	hairstylist	1
5898	haiti	1
5899	haitian	1
5900	hal	1
5901	hale	1
5902	halevi	2
5903	haley	1
5904	half	108
5905	halfbroth	1
5906	halfburi	1
5907	halfdozen	2
5908	halfeaten	1
5909	halfexpress	1
5910	halffinish	2
5911	halfhour	2
5912	halfinch	3
5913	halfmil	2
5914	halfmillion	1
5915	halfpric	1
5916	halfsist	1
5917	halfstaff	3
5918	halfvolley	1
5919	halfway	4
5920	haliberton	1
5921	hall	18
5922	halliburton	4
5923	halloffam	1
5924	hallway	3
5925	halprin	15
5926	halt	22
5927	hama	9
5928	hamhand	2
5929	hamilton	5
5930	hammer	12
5931	hammerfest	1
5932	hammock	1
5933	hamper	15
5934	hampshir	4
5935	hampton	1
5936	hamstr	1
5937	hamza	2
5938	hancock	1
5939	hand	151
5940	handcarri	1
5941	handcuf	3
5942	handgun	12
5943	handi	3
5944	handicap	1
5945	handili	1
5946	handl	37
5947	handler	1
5948	handov	6
5949	handpick	5
5950	handshak	4
5951	handsom	2
5952	handson	4
5953	handwring	3
5954	handwritten	4
5955	hang	23
5956	hangar	4
5957	hankey	1
5958	hanoi	39
5959	hanov	1
5960	hantuchova	6
5961	hap	1
5962	haphazard	1
5963	happen	145
5964	happi	36
5965	happier	4
5966	happiest	3
5967	happili	1
5968	harakiri	1
5969	haraldseid	1
5970	harass	5
5971	harbor	99
5972	harborsid	1
5973	harbour	1
5974	harburi	3
5975	hard	79
5976	hardbal	1
5977	hardcourt	3
5978	hardedg	1
5979	harden	4
5980	harder	10
5981	harderlin	1
5982	hardest	16
5983	hardestfought	1
5984	hardesthit	5
5985	hardfought	1
5986	hardhit	7
5987	hardi	2
5988	hardli	15
5989	hardlin	4
5990	hardship	6
5991	hardwar	1
5992	haren	13
5993	harerb	1
5994	harin	1
5995	harjivan	3
5996	harlem	1
5997	harley	1
5998	harm	8
5999	harmless	1
6000	harold	14
6001	harp	1
6002	harper	19
6003	harpoon	1
6004	harri	5
6005	harrison	2
6006	harrow	1
6007	harsh	16
6008	harshli	3
6009	hart	5
6010	harvard	2
6011	harvest	1
6012	harvey	1
6013	hashim	1
6014	hasid	3
6015	hass	1
6016	hassl	1
6017	hast	3
6018	hasten	1
6019	hastert	5
6020	hasti	2
6021	hastili	4
6022	hat	5
6023	hatch	24
6024	hate	6
6025	hatefil	2
6026	hatim	1
6027	hatr	8
6028	haul	6
6029	haunt	8
6030	haut	1
6031	havana	1
6032	haven	17
6033	havent	32
6034	havetohav	1
6035	haviar	2
6036	havoc	3
6037	haw	6
6038	hawaii	10
6039	hawk	2
6040	hawkin	25
6041	hawknos	1
6042	hawley	1
6043	hayat	2
6044	hazard	1
6045	head	204
6046	headach	2
6047	headband	4
6048	headdress	1
6049	headi	2
6050	headlight	1
6051	headlin	25
6052	headlinenewscom	2
6053	headmast	1
6054	headphon	1
6055	headquart	54
6056	headset	1
6057	headtohead	2
6058	headtoto	2
6059	headup	1
6060	headway	1
6061	heal	15
6062	heali	1
6063	health	72
6064	healthcar	1
6065	healthfood	1
6066	healthi	9
6067	heap	11
6068	hear	85
6069	heard	83
6070	heardnb	1
6071	hears	7
6072	hearst	9
6073	heart	42
6074	heartbeat	2
6075	heartbreak	2
6076	hearten	2
6077	heartfelt	3
6078	heat	28
6079	heath	2
6080	heattrap	1
6081	heaven	2
6082	heavi	56
6083	heaviest	2
6084	heavili	31
6085	heavilyarm	1
6086	heavylift	9
6087	heavyweight	6
6088	heck	1
6089	hed	13
6090	hedg	2
6091	heed	9
6092	heel	4
6093	hefe	1
6094	hegemoni	2
6095	heidi	2
6096	height	9
6097	heighten	29
6098	heir	9
6099	heiress	5
6100	heist	4
6101	heitkamp	2
6102	held	163
6103	helena	1
6104	helicopt	26
6105	hell	15
6106	hello	6
6107	helm	1
6108	helmet	11
6109	help	313
6110	helper	2
6111	helpless	4
6112	helplessli	1
6113	hem	1
6114	hemispher	4
6115	hen	1
6116	henc	3
6117	henderson	1
6118	henhous	1
6119	henin	3
6120	henman	12
6121	henri	35
6122	henrieta	3
6123	herald	6
6124	heraldmail	1
6125	herb	2
6126	herbert	1
6127	herculean	1
6128	herd	5
6129	heremani	1
6130	heritag	2
6131	hermann	1
6132	hernandez	5
6133	hernando	2
6134	hero	15
6135	heroic	8
6136	heroism	1
6137	herwig	1
6138	herzegovina	1
6139	hesit	6
6140	hetal	2
6141	heuberg	1
6142	hewitt	7
6143	hey	5
6144	hezbollah	4
6145	hi	665
6146	hiatu	2
6147	hiccup	1
6148	hicham	6
6149	hichim	1
6150	hickl	1
6151	hid	3
6152	hidden	5
6153	hide	53
6154	hideout	6
6155	hien	1
6156	high	137
6157	higher	41
6158	higherlevel	1
6159	higherrank	1
6160	highest	36
6161	highestprofil	1
6162	highexplos	3
6163	highfli	1
6164	highgrad	1
6165	highhand	1
6166	highland	3
6167	highlevel	7
6168	highli	37
6169	highlight	11
6170	highmax	1
6171	highpoint	1
6172	highpow	3
6173	highprofil	6
6174	highrank	9
6175	highris	8
6176	highsecur	6
6177	highspe	26
6178	highstak	2
6179	hightech	8
6180	highthreat	2
6181	highway	19
6182	hijazi	1
6183	hike	2
6184	hill	32
6185	hillari	59
6186	hilli	6
6187	hillsboro	1
6188	hillsid	18
6189	hilton	2
6190	hinder	2
6191	hindi	1
6192	hindsight	3
6193	hindu	8
6194	hing	6
6195	hingi	40
6196	hingisrazzano	1
6197	hingissel	1
6198	hint	10
6199	hinterland	3
6200	hip	2
6201	hirashima	3
6202	hire	11
6203	hiro	5
6204	hiromi	1
6205	hisashi	2
6206	hisham	1
6207	hispan	8
6208	histor	30
6209	histori	94
6210	historian	7
6211	historymak	3
6212	hit	114
6213	hitech	1
6214	hitler	2
6215	hitter	1
6216	hiv	1
6217	hive	1
6218	hm	1
6219	hmm	1
6220	hmo	2
6221	ho	25
6222	hoan	2
6223	hobbl	2
6224	hobe	1
6225	hobnob	1
6226	hodeidah	2
6227	hoe	4
6228	hoeven	1
6229	hoey	1
6230	hoffman	4
6231	holbrook	1
6232	hold	141
6233	holden	3
6234	holder	4
6235	holdov	1
6236	holdup	9
6237	hole	136
6238	holf	1
6239	holi	22
6240	holiday	26
6241	holiest	2
6242	hollow	1
6243	hollywood	5
6244	holtz	1
6245	homag	1
6246	homback	1
6247	home	316
6248	homebas	2
6249	homecom	6
6250	homegrown	3
6251	homeland	25
6252	homeless	23
6253	homemad	4
6254	homemak	2
6255	homeown	1
6256	homeport	7
6257	homestead	2
6258	hometown	16
6259	homework	1
6260	homicid	1
6261	homili	1
6262	hondura	9
6263	honduran	6
6264	honest	13
6265	honesti	5
6266	honestli	5
6267	honey	1
6268	honeycolor	1
6269	honeymoon	1
6270	hong	1
6271	honk	4
6272	honolulu	1
6273	honor	58
6274	honorif	1
6275	hoogenboom	1
6276	hook	1
6277	hooper	1
6278	hoopla	1
6279	hop	8
6280	hope	224
6281	horiuchi	2
6282	horizon	5
6283	horn	12
6284	horner	1
6285	horrend	3
6286	horribl	8
6287	horrif	6
6288	horrifi	5
6289	horror	3
6290	hors	6
6291	horsch	1
6292	horseback	3
6293	hose	9
6294	hosni	6
6295	hospit	88
6296	hoss	1
6297	host	22
6298	hostag	29
6299	hostagetak	2
6300	hostil	15
6301	hostnat	3
6302	hot	13
6303	hotb	2
6304	hotbutton	1
6305	hotel	69
6306	hoteol	1
6307	hothead	2
6308	hotli	9
6309	hound	2
6310	houphouetboigni	6
6311	hour	263
6312	hourbyhour	1
6313	houri	1
6314	hourli	1
6315	hourlong	3
6316	hous	293
6317	household	3
6318	housekeep	1
6319	housew	2
6320	housewif	1
6321	houston	11
6322	houstonbas	1
6323	hover	6
6324	howard	14
6325	howev	124
6326	hrbati	16
6327	httptravelstategov	1
6328	httptravelstategovtravelwarningshtml	1
6329	httptravelstategovwherehtml	1
6330	httpwwwadraorg	1
6331	httpwwwajwsorg	1
6332	httpwwwbiwcom	1
6333	httpwwwbnaibrithorg	1
6334	httpwwwbondjumpercom	1
6335	httpwwwcareorg	1
6336	httpwwwcarnahan2000com	4
6337	httpwwwcatholicrelieforg	1
6338	httpwwwcentcommil	2
6339	httpwwwcentcommilcomponentsnavcentpagehtm	2
6340	httpwwwchinfonavymilnavpalibnewsnewsstoriescolehtml	4
6341	httpwwwchristianchildrensfundorg	1
6342	httpwwwchurchworldserviceorg	1
6343	httpwwwcomiamidadeflusfirerescu	1
6344	httpwwwconcernusaorg	1
6345	httpwwwcrwrcorg	1
6346	httpwwwdefenselinkmil	1
6347	httpwwwdefenselinkmilnewsoct2000b10202000bt64800html	1
6348	httpwwwdirectrelieforg	1
6349	httpwwwdoctorswithoutbordersorg	1
6350	httpwwwdticmildpmo	2
6351	httpwwwdticmildpmopmseastatisticalreportshtm	2
6352	httpwwweucommiloperationsonwindexhtm	1
6353	httpwwwfhorg	1
6354	httpwwwfreepeltierorg	2
6355	httpwwwgbgmumcorg	1
6356	httpwwwgovstatem	5
6357	httpwwwgovstatemousbiohtm	1
6358	httpwwwhillary2000org	1
6359	httpwwwhousegovjudiciari	1
6360	httpwwwhqnavymilnatop	1
6361	httpwwwiamaworg	1
6362	httpwwwicblorg	1
6363	httpwwwincirlikafmil	1
6364	httpwwwinfousaidgov	1
6365	httpwwwirvingpdcom	9
6366	httpwwwjdcorg	1
6367	httpwwwjohnashcroftcom	3
6368	httpwwwjohnashcroftorg	1
6369	httpwwwkktvcom	1
6370	httpwwwlaziocom	1
6371	httpwwwlwrorg	1
6372	httpwwwmaporg	1
6373	httpwwwnationalcopsorg	1
6374	httpwwwnavstanorvanavymil	1
6375	httpwwwnavymil	4
6376	httpwwwngaorgsubtocngahtm	4
6377	httpwwwnleomfcom	1
6378	httpwwwnoparolepeltiercom	2
6379	httpwwwodcigovciapublicationsfactbookgeosvmhtml	4
6380	httpwwwohtno	1
6381	httpwwwohtnofleetindexhtml	1
6382	httpwwwopusaorg	1
6383	httpwwwoxfamamericaorg	1
6384	httpwwwpeacetreesvietnamorgdefaulthtm	1
6385	httpwwwredcrossorg	1
6386	httpwwwspearnavymilshipsddg67	7
6387	httpwwwstategov	3
6388	httpwwwstategovwwwregionsneacountrycpyemenhtml	1
6389	httpwwwtdcjstatetxu	12
6390	httpwwwtdcjstatetxusindexhtm	1
6391	httpwwwunorgdeptsdpkomineundocsbantrtyhtm	1
6392	httpwwwusaorthembassyjtffahtm	2
6393	httpwwwusdojgov	1
6394	httpwwwuwintorg	1
6395	httpwwwworldconcernorg	1
6396	httpwwwworldrelieforg	1
6397	httpwwwworldvisionorg	1
6398	huaman	2
6399	huang	1
6400	hub	4
6401	hubbard	1
6402	hubbel	8
6403	hubbl	1
6404	huber	2
6405	hubert	5
6406	huckabe	1
6407	huddl	7
6408	hudson	2
6409	hue	1
6410	huff	1
6411	huffington	3
6412	huffman	1
6413	hug	14
6414	huge	77
6415	hugh	2
6416	huh	3
6417	hulk	2
6418	hull	77
6419	hullryd	1
6420	human	60
6421	humanitarian	31
6422	humbl	7
6423	humbler	1
6424	humid	3
6425	humil	2
6426	humili	10
6427	humor	2
6428	humphrey	2
6429	hunch	2
6430	hundr	120
6431	hung	12
6432	hungari	3
6433	hunger	3
6434	hungri	11
6435	hunt	23
6436	hunta	1
6437	hunter	11
6438	huntsvil	1
6439	hurdl	4
6440	hurl	8
6441	hurrah	1
6442	hurri	4
6443	hurrican	6
6444	hurt	37
6445	hurtado	1
6446	husarova	2
6447	husband	72
6448	hush	1
6449	huski	2
6450	hussain	1
6451	hussan	1
6452	hussein	8
6453	hussian	1
6454	hut	1
6455	hutchinson	2
6456	hutchison	5
6457	hw	3
6458	hwa	1
6459	hyderabad	3
6460	hydra	1
6461	hyena	2
6462	hygien	1
6463	hymlek	1
6464	hymn	4
6465	hype	3
6466	hyperinfl	7
6467	hypothermia	2
6468	hypothet	6
6469	hyster	2
6470	hysteria	1
6471	hz	1
6472	ian	4
6473	iant	1
6474	iberoamerican	5
6475	ibrahim	2
6476	ice	3
6477	iceberg	1
6478	icg	1
6479	ick	2
6480	icn	1
6481	icon	5
6482	id	26
6483	ida	2
6484	idaho	3
6485	idea	41
6486	ideal	12
6487	ident	31
6488	identif	23
6489	identifi	96
6490	ideolog	10
6491	ideologu	1
6492	idyl	3
6493	ignacio	4
6494	ignit	1
6495	ignomini	4
6496	ignor	22
6497	igor	26
6498	ii	27
6499	iiera	5
6500	iii	9
6501	il	3
6502	ili	4
6503	ilic	2
6504	ilija	1
6505	ilk	1
6506	ill	47
6507	illadvis	1
6508	illconsid	1
6509	illeg	43
6510	illegitim	7
6511	illfat	1
6512	illicit	9
6513	illinoi	5
6514	illprepar	1
6515	illumin	1
6516	illus	3
6517	illustr	9
6518	illustri	2
6519	ilya	9
6520	im	154
6521	imag	28
6522	imagin	27
6523	imam	2
6524	imbal	1
6525	imbu	1
6526	imf	2
6527	imlegitim	1
6528	immacul	1
6529	immedi	124
6530	immens	3
6531	immers	1
6532	immigr	29
6533	immin	5
6534	immobil	2
6535	immor	1
6536	immun	2
6537	imp	1
6538	impact	33
6539	imparti	5
6540	impass	6
6541	impati	3
6542	impeach	21
6543	impecc	2
6544	imped	3
6545	impedi	1
6546	impeech	1
6547	impend	3
6548	impenetr	1
6549	imper	1
6550	impercept	1
6551	imperfect	2
6552	imperi	2
6553	imperialist	4
6554	imperson	3
6555	impetu	2
6556	impich	1
6557	implement	10
6558	impli	5
6559	implic	14
6560	implicit	2
6561	implod	1
6562	implor	2
6563	imponder	1
6564	import	137
6565	importantli	2
6566	importexport	1
6567	impos	31
6568	imposs	37
6569	impot	1
6570	impoverish	17
6571	impract	1
6572	impress	18
6573	imprimatur	1
6574	imprison	12
6575	improb	3
6576	impromptu	2
6577	improp	3
6578	improperli	1
6579	improprieti	1
6580	improv	59
6581	improvis	3
6582	impuls	2
6583	impun	4
6584	inabl	9
6585	inaccess	3
6586	inaccur	4
6587	inact	1
6588	inadequ	7
6589	inadequaci	1
6590	inadvert	1
6591	inappropri	9
6592	inaugur	26
6593	incap	2
6594	incapac	15
6595	incarcer	4
6596	incas	1
6597	incens	3
6598	incent	5
6599	incerlik	1
6600	inch	12
6601	inchon	1
6602	incid	47
6603	incident	1
6604	incirlik	2
6605	incit	7
6606	inclin	4
6607	includ	293
6608	inclus	4
6609	incom	13
6610	incompat	2
6611	incompet	1
6612	incomplet	6
6613	incomprehens	1
6614	inconceiv	2
